feedback_id,feedback,sentiment,category,location
R00060,internet is available but average,neutral,Wi-Fi,B Block
R00062,internets available but average in Canteen,neutral,Wi-Fi,Hostel A
R00064,network speed is normal today bro in Main Gate,neutral,Wi-Fi,Hostel A
R00065,network speeds normal today in Campus,neutral,Wi-Fi,Hostel B
R00066,wifi works most of time,neutral,Wi-Fi,B Block
R00069,network speed is normal today,neutral,Wi-Fi,B Block
R00070,internet is available but average in ECE Lab,neutral,Wi-Fi,Central Lab
R00071,network speed is normal today in Central Lab,neutral,Wi-Fi,Hostel B
R00072,wifi is okay in my block in B Block,neutral,Wi-Fi,Central Lab
R00073,internet is available but average bro in Hostel A,neutral,Wi-Fi,Main Gate
R00074,internet is available but average bro,neutral,Wi-Fi,Hostel B
R00076,wifi is okay in my block in C Block,neutral,Wi-Fi,Campus
R00078,wifi works most of the time in B Block,neutral,Wi-Fi,C Block
R00080,wifi works most of the time in Main Gate,neutral,Wi-Fi,A Block
R00081,network speed is normal today pls fix,neutral,Wi-Fi,Campus
R00083,internet is available but average pls fix,neutral,Wi-Fi,C Block
R00085,internet is available but average bro in B Block,neutral,Wi-Fi,Library
R00086,wifi is okay in my block asap in ECE Lab,neutral,Wi-Fi,Main Gate
R00087,network speed is normal today pls fix in Campus,neutral,Wi-Fi,Hostel A
R00088,wifi works most of time in B Block,neutral,Wi-Fi,Hostel B
R00090,network speed is normal today in Hostel B,neutral,Wi-Fi,C Block
R00091,campus wifi is not working properly bro in Canteen,negative,Wi-Fi,Library
R00092,wifi drops every few minutes,negative,Wi-Fi,Central Lab
R00093,wifi keeps disconnecting,negative,Wi-Fi,Hostel A
R00095,campus wifi is not working properly,negative,Wi-Fi,Campus
R00096,internet is painfully slow,negative,Wi-Fi,Campus
R00098,internet gets stuck whenever I try to upload bro,negative,Wi-Fi,Campus
R00099,network is terrible after evening,negative,Wi-Fi,Hostel B
R00100,campus wifi is not working properly in Campus,negative,Wi-Fi,Library
R00101,net gets stuck whenever I try to upload,negative,Wi-Fi,Hostel B
R00103,wifi drops every few minutes pls fix,negative,Wi-Fi,Canteen
R00105,internet gets stuck whenever I try to upload pls fix,negative,Wi-Fi,C Block
R00106,internet gets stuck whenever I try to upload in Campus,negative,Wi-Fi,Campus
R00107,campus wifi is not working properly in Hostel A,negative,Wi-Fi,Campus
R00109,wifi keeps disconnecting in ECE Lab,negative,Wi-Fi,Canteen
R00110,WiFi signal is weak in my block,negative,Wi-Fi,Campus
R00111,campus wifi is not working properly pls fix,negative,Wi-Fi,Library
R00112,networks terrible after evening in Campus,negative,Wi-Fi,A Block
R00116,internet gets stuck whenever I try to upload,negative,Wi-Fi,Canteen
R00117,wifi drops every few minutes asap,negative,Wi-Fi,Central Lab
R00119,internet gets stuck whenever I try to upload asap,negative,Wi-Fi,Hostel A
R00120,wifi signal is weak in my block bro,negative,Wi-Fi,Central Lab
R00121,network is terrible after evening pls fix in B Block,negative,Wi-Fi,Hostel B
R00122,internet is painfully slow bro in Central Lab,negative,Wi-Fi,B Block
R00123,net is painfully slow in C Block,negative,Wi-Fi,Hostel A
R00125,networks terrible after evening in Library,negative,Wi-Fi,Library
R00126,wifi signal is weak in my block,negative,Wi-Fi,Canteen
R00127,network is terrible after evening asap in Main Gate,negative,Wi-Fi,Hostel B
R00128,wifi signals weak in my block,negative,Wi-Fi,Library
R00130,network is terrible after evening pls fix in ECE Lab,negative,Wi-Fi,A Block
R00133,campus wifi is not working properly in Library,negative,Wi-Fi,Canteen
R00135,wifi signal is weak in my block asap in Hostel B,negative,Wi-Fi,Library
R00136,lunch was fresh and good pls fix,positive,Food,Main Gate
R00137,the menu has nice variety bro,positive,Food,Library
R00138,lunch was fresh and good,positive,Food,Central Lab
R00139,food is tasty today in B Block,positive,Food,Campus
R00140,food is tasty today,positive,Food,Hostel A
R00141,food is tasty today in ECE Lab,positive,Food,Campus
R00142,food is tasty today pls fix,positive,Food,Hostel B
R00144,mess food quality has improved bro in A Block,positive,Food,Hostel B
R00145,the menu has nice variety,positive,Food,Hostel A
R00146,food is tasty today pls fix in Hostel B,positive,Food,Campus
R00147,food is tasty today in Library,positive,Food,Campus
R00149,foods tasty today,positive,Food,B Block
R00150,menu has nice variety,positive,Food,ECE Lab
R00151,mess food quality has improved in Central Lab,positive,Food,Campus
R00153,the menu has nice variety bro in Hostel A,positive,Food,B Block
R00154,lunch was fresh and good asap in ECE Lab,positive,Food,Canteen
R00155,menu has nice variety in Main Gate,positive,Food,C Block
R00156,the menu has nice variety pls fix,positive,Food,Hostel B
R00157,lunch was fresh and good bro,positive,Food,Hostel B
R00159,mess food quality has improved,positive,Food,Hostel A
R00160,the menu has nice variety asap,positive,Food,A Block
R00161,food is tasty today bro in Hostel A,positive,Food,Hostel B
R00162,lunch was fresh and good asap,positive,Food,Main Gate
R00163,the menu has nice variety in ECE Lab,positive,Food,Hostel B
R00164,lunch was fresh and good bro in Hostel A,positive,Food,Main Gate
R00166,mess food quality has improved pls fix,positive,Food,Hostel B
R00168,mess food quality has improved in A Block,positive,Food,Central Lab
R00172,the menu has nice variety asap in A Block,positive,Food,Hostel B
R00175,food is tasty today in Canteen,positive,Food,Hostel B
R00176,food is tasty today pls fix in Library,positive,Food,Canteen
R00178,lunch was fresh and good in Canteen,positive,Food,A Block
R00180,food is tasty today in Central Lab,positive,Food,B Block
R00181,food is average today,neutral,Food,Canteen
R00182,dinner was neither good nor bad bro in Hostel B,neutral,Food,Hostel B
R00183,dinner was neither good nor bad,neutral,Food,Hostel B
R00184,foods average today in Hostel A,neutral,Food,Campus
R00185,food is average today bro,neutral,Food,B Block
R00186,mess food is okay,neutral,Food,Canteen
R00187,the menu is manageable asap in Hostel B,neutral,Food,Library
R00188,the menu is manageable,neutral,Food,ECE Lab
R00190,the menu is manageable in Campus,neutral,Food,Canteen
R00191,mess food is okay bro,neutral,Food,C Block
R00193,foods average today,neutral,Food,ECE Lab
R00194,mess food is okay asap in Main Gate,neutral,Food,Main Gate
R00195,mess food is okay in ECE Lab,neutral,Food,Hostel B
R00196,dinner was neither good nor bad in B Block,neutral,Food,Main Gate
R00197,menu is manageable in Library,neutral,Food,Central Lab
R00200,dinner was neither good nor bad in Central Lab,neutral,Food,C Block
R00201,the menu is manageable asap,neutral,Food,ECE Lab
R00203,food is average today in A Block,neutral,Food,Central Lab
R00206,the menus manageable,neutral,Food,ECE Lab
R00207,food is average today asap,neutral,Food,Library
R00210,the menu is manageable in A Block,neutral,Food,Hostel B
R00214,dinner was neither good nor bad pls fix,neutral,Food,Library
R00218,mess food is okay asap in ECE Lab,neutral,Food,A Block
R00220,mess food is okay asap,neutral,Food,Hostel B
R00223,mess food is okay in Campus,neutral,Food,Hostel B
R00225,mess food is okay asap in Hostel B,neutral,Food,A Block
R00226,mess food is too oily,negative,Food,Hostel B
R00227,there is hardly any variety,negative,Food,Hostel A
R00228,dinner tastes bad lately,negative,Food,C Block
R00229,food is often cold in Library,negative,Food,Canteen
R00230,too much salt in the food pls fix,negative,Food,Canteen
R00231,food is often cold pls fix,negative,Food,Hostel B
R00232,the food quality has become poor bro,negative,Food,ECE Lab
R00233,there is hardly any variety in ECE Lab,negative,Food,Main Gate
R00234,dinner tastes bad lately bro,negative,Food,Library
R00235,too much salt in the food bro,negative,Food,Hostel B
R00236,foods often cold,negative,Food,B Block
R00238,there is hardly any variety bro in Campus,negative,Food,Library
R00240,too much salt in the food,negative,Food,ECE Lab
R00241,there is hardly any variety pls fix,negative,Food,Main Gate
R00244,too much salt in the food in ECE Lab,negative,Food,A Block
R00247,food is often cold,negative,Food,Main Gate
R00249,there is hardly any variety asap,negative,Food,Hostel B
R00250,too much salt in food,negative,Food,ECE Lab
R00254,there is hardly any variety in Main Gate,negative,Food,Campus
R00257,mess food is very oily in Canteen,negative,Food,Hostel A
R00261,the food quality has become poor in Central Lab,negative,Food,C Block
R00262,the food quality has become poor asap,negative,Food,Central Lab
R00263,the food quality has become poor,negative,Food,Campus
R00264,mess food is too oily asap,negative,Food,Hostel B
R00265,mess food is too oily in ECE Lab,negative,Food,Hostel A
R00267,dinner tastes bad lately in Hostel B,negative,Food,Hostel A
R00268,mess food is too oily asap in Hostel A,negative,Food,Campus
R00269,too much salt in the food in Main Gate,negative,Food,Hostel A
R00270,food is often cold pls fix in Central Lab,negative,Food,Hostel A
R00271,hostel facilities are comfortable pls fix in C Block,positive,Hostel,Canteen
R00272,hostel room is clean bro,positive,Hostel,C Block
R00273,hostel facilities are comfortable in C Block,positive,Hostel,B Block
R00274,hostel room is clean in Hostel A,positive,Hostel,Canteen
R00275,water supply is good in A Block,positive,Hostel,C Block
R00276,the room maintenance is good in B Block,positive,Hostel,ECE Lab
R00277,room maintenance is good,positive,Hostel,B Block
R00278,the room maintenance is good in Canteen,positive,Hostel,A Block
R00279,water supply is good asap,positive,Hostel,A Block
R00280,hostel room is clean asap,positive,Hostel,Library
R00282,hostel room is clean in C Block,positive,Hostel,B Block
R00283,hostel facilities are comfortable bro,positive,Hostel,Canteen
R00284,water supplys good,positive,Hostel,Central Lab
R00286,hostel room is clean,positive,Hostel,Campus
R00287,hostel facilities are comfortable,positive,Hostel,Hostel A
R00289,the room maintenance is good in Main Gate,positive,Hostel,Campus
R00290,water supply is good,positive,Hostel,Campus
R00292,the room maintenance is good,positive,Hostel,Main Gate
R00293,hostel facilities are comfortable in Central Lab,positive,Hostel,Central Lab
R00296,water supply is good in Central Lab,positive,Hostel,Hostel A
R00297,hostel facilities are comfortable asap in B Block,positive,Hostel,Main Gate
R00300,hostel room is clean bro in Hostel B,positive,Hostel,Hostel B
R00301,water supply is good in C Block,positive,Hostel,Canteen
R00302,the room maintenance is good in Campus,positive,Hostel,A Block
R00303,hostel room is clean in Library,positive,Hostel,ECE Lab
R00305,hostel room is clean in Canteen,positive,Hostel,A Block
R00307,the room maintenance is good asap,positive,Hostel,Hostel A
R00311,hostel room is clean pls fix in Hostel A,positive,Hostel,C Block
R00312,water supply is good bro in A Block,positive,Hostel,ECE Lab
R00313,the room maintenance is good in Central Lab,positive,Hostel,Hostel A
R00316,maintenances manageable,neutral,Hostel,Campus
R00317,hostel experience is normal bro in A Block,neutral,Hostel,Main Gate
R00318,room facilities are average asap,neutral,Hostel,Main Gate
R00319,hostels okay,neutral,Hostel,Hostel A
R00320,hostel experiences normal,neutral,Hostel,Library
R00321,maintenance is manageable in C Block,neutral,Hostel,B Block
R00322,hostel is okay,neutral,Hostel,Main Gate
R00324,room facilities are average,neutral,Hostel,Campus
R00326,hostel experience is normal asap,neutral,Hostel,Canteen
R00327,hostel experience is normal,neutral,Hostel,Campus
R00328,maintenance is manageable,neutral,Hostel,ECE Lab
R00329,hostel experience is normal bro,neutral,Hostel,Canteen
R00331,hostel experience is normal asap in Main Gate,neutral,Hostel,Hostel B
R00334,hostel experience is normal pls fix in ECE Lab,neutral,Hostel,Central Lab
R00340,hostel is okay in B Block,neutral,Hostel,Central Lab
R00341,hostel experience is normal bro in Campus,neutral,Hostel,Canteen
R00342,room facilities are average in Campus,neutral,Hostel,C Block
R00343,maintenance is manageable bro,neutral,Hostel,Campus
R00349,room facilities are average pls fix,neutral,Hostel,C Block
R00350,hostel is okay bro,neutral,Hostel,B Block
R00352,room facilities are average in C Block,neutral,Hostel,Canteen
R00353,room facilities are average asap in Main Gate,neutral,Hostel,Campus
R00355,room facilities are average in ECE Lab,neutral,Hostel,Hostel A
R00356,maintenance is manageable asap,neutral,Hostel,Hostel B
R00360,hostel is okay bro in C Block,neutral,Hostel,Hostel B
R00361,hostel rooms have leaking taps in Library,negative,Hostel,B Block
R00362,water supply keeps getting interrupted asap,negative,Hostel,A Block
R00363,hostel rooms have leaking taps,negative,Hostel,Main Gate
R00364,water supply keeps getting interrupted,negative,Hostel,Main Gate
R00365,water supply keeps getting interrupted in B Block,negative,Hostel,Campus
R00366,room maintenance is poor in Hostel B,negative,Hostel,ECE Lab
R00368,hostel room is not cleaned properly in C Block,negative,Hostel,Central Lab
R00369,the hostel is very noisy at night,negative,Hostel,Hostel B
R00370,water supply keeps getting interrupted bro in Hostel A,negative,Hostel,Library
R00371,the hostel is too noisy at night asap in ECE Lab,negative,Hostel,Canteen
R00372,the hostel is too noisy at night,negative,Hostel,Canteen
R00373,water supply keeps getting interrupted in A Block,negative,Hostel,Canteen
R00374,room maintenance is poor pls fix,negative,Hostel,C Block
R00375,hostel room is not cleaned properly,negative,Hostel,B Block
R00378,hostel rooms not cleaned properly,negative,Hostel,Hostel B
R00383,water supply keeps getting interrupted in ECE Lab,negative,Hostel,A Block
R00384,room maintenance is poor pls fix in Hostel A,negative,Hostel,A Block
R00385,room maintenance is poor bro,negative,Hostel,Central Lab
R00386,hostel rooms have leaking taps bro in Campus,negative,Hostel,Hostel A
R00387,room maintenance is poor,negative,Hostel,A Block
R00388,room maintenance is poor bro in Main Gate,negative,Hostel,Library
R00389,hostel rooms have leaking taps asap,negative,Hostel,Library
R00391,room maintenance is poor in B Block,negative,Hostel,Library
R00393,the hostel is too noisy at night bro in B Block,negative,Hostel,Main Gate
R00396,room maintenances poor in A Block,negative,Hostel,B Block
R00398,water supply keeps getting interrupted in Canteen,negative,Hostel,Campus
R00399,hostel rooms have leaking taps in Hostel A,negative,Hostel,Campus
R00402,room maintenance is poor asap,negative,Hostel,Canteen
R00406,college bus is punctual bro,positive,Transport,ECE Lab
R00407,transport service is convenient bro,positive,Transport,ECE Lab
R00408,transport service is convenient in B Block,positive,Transport,ECE Lab
R00409,transport service is convenient asap,positive,Transport,Campus
R00410,buses are comfortable,positive,Transport,Central Lab
R00411,buses are comfortable bro,positive,Transport,Campus
R00412,transport service is convenient,positive,Transport,B Block
R00413,transport service is convenient in ECE Lab,positive,Transport,A Block
R00415,transport service is convenient in Library,positive,Transport,ECE Lab
R00416,the shuttle service works well,positive,Transport,B Block
R00418,the shuttle service works well in Central Lab,positive,Transport,Campus
R00420,college bus is punctual in C Block,positive,Transport,C Block
R00421,buses are comfortable pls fix in Central Lab,positive,Transport,Hostel B
R00422,college bus is punctual bro in Central Lab,positive,Transport,Hostel B
R00424,transport service is convenient in Canteen,positive,Transport,Canteen
R00426,college bus is punctual,positive,Transport,Canteen
R00427,buses are comfortable pls fix,positive,Transport,Library
R00428,college bus is punctual asap,positive,Transport,Central Lab
R00430,the shuttle service works well bro,positive,Transport,A Block
R00435,transport service is convenient asap in ECE Lab,positive,Transport,Hostel A
R00437,the shuttle service works well pls fix,positive,Transport,C Block
R00438,buses are comfortable in C Block,positive,Transport,ECE Lab
R00439,the shuttle service works well asap,positive,Transport,ECE Lab
R00441,the shuttle service works well pls fix in Main Gate,positive,Transport,A Block
R00445,shuttle service works well in A Block,positive,Transport,Canteen
R00448,buses are comfortable in B Block,positive,Transport,Library
R00450,transport service is convenient pls fix,positive,Transport,Library
R00451,bus timing is okay in Main Gate,neutral,Transport,ECE Lab
R00452,bus service is manageable,neutral,Transport,Central Lab
R00453,transport is average,neutral,Transport,Main Gate
R00454,transports average,neutral,Transport,Hostel B
R00455,the shuttle usually arrives on time,neutral,Transport,Central Lab
R00456,bus service is manageable bro,neutral,Transport,A Block
R00457,shuttle usually arrives on time,neutral,Transport,Library
R00461,bus timing is okay in ECE Lab,neutral,Transport,Main Gate
R00464,bus timing is okay,neutral,Transport,Central Lab
R00465,the shuttle usually arrives on time asap,neutral,Transport,Main Gate
R00466,transport is average asap,neutral,Transport,Main Gate
R00467,the shuttle usually arrives on time bro,neutral,Transport,Hostel A
R00468,transport is average bro,neutral,Transport,Hostel A
R00470,the shuttle usually arrives on time asap in Hostel B,neutral,Transport,Hostel B
R00472,the shuttle usually arrives on time in Hostel B,neutral,Transport,B Block
R00474,transport is average pls fix,neutral,Transport,Hostel B
R00475,the shuttle usually arrives on time in Canteen,neutral,Transport,Hostel A
R00477,transport is average pls fix in Library,neutral,Transport,Main Gate
R00480,bus service is manageable asap,neutral,Transport,Hostel A
R00481,shuttle usually arrives on time in A Block,neutral,Transport,B Block
R00484,bus timings okay,neutral,Transport,C Block
R00486,bus timing is okay in Campus,neutral,Transport,Central Lab
R00488,the shuttle usually arrives on time pls fix,neutral,Transport,Main Gate
R00492,bus services manageable,neutral,Transport,B Block
R00493,bus service is manageable in C Block,neutral,Transport,ECE Lab
R00494,the shuttle usually arrives on time pls fix in Library,neutral,Transport,Hostel A
R00496,bus service is unreliable in Main Gate,negative,Transport,Hostel A
R00497,bus is always overcrowded,negative,Transport,C Block
R00498,the evening shuttle is packed,negative,Transport,Hostel B
R00499,the bus breaks down too often,negative,Transport,Hostel B
R00500,there are not enough buses pls fix in C Block,negative,Transport,ECE Lab
R00501,college bus is frequently late asap,negative,Transport,Canteen
R00502,there are not enough buses,negative,Transport,ECE Lab
R00503,bus service is unreliable pls fix,negative,Transport,Campus
R00504,bus service is unreliable,negative,Transport,Central Lab
R00505,bus breaks down too often in Canteen,negative,Transport,B Block
R00510,bus is always overcrowded asap in Library,negative,Transport,ECE Lab
R00513,the bus breaks down too often pls fix,negative,Transport,A Block
R00514,evening shuttle is packed,negative,Transport,Central Lab
R00516,bus is always overcrowded bro,negative,Transport,C Block
R00518,the evening shuttles packed,negative,Transport,Campus
R00519,the bus breaks down very often in Main Gate,negative,Transport,B Block
R00520,college bus is frequently late,negative,Transport,C Block
R00522,there are not enough buses asap,negative,Transport,Central Lab
R00524,college bus is frequently late asap in Hostel B,negative,Transport,Hostel A
R00525,the bus breaks down too often in Campus,negative,Transport,Library
R00526,bus service is unreliable in B Block,negative,Transport,B Block
R00528,the bus breaks down too often in A Block,negative,Transport,Library
R00529,the evening shuttle is packed pls fix,negative,Transport,A Block
R00531,bus breaks down too often,negative,Transport,Campus
R00539,college bus is frequently late pls fix in C Block,negative,Transport,ECE Lab
R00541,classes are useful in Hostel A,positive,Academics,Main Gate
R00542,the lecturer explains concepts clearly asap,positive,Academics,B Block
R00543,classes are useful in Campus,positive,Academics,Canteen
R00544,the lecturer explains concepts clearly in Canteen,positive,Academics,Campus
R00545,classes are useful asap in Main Gate,positive,Academics,Hostel B
R00546,the lecturer explains concepts clearly pls fix,positive,Academics,B Block
R00547,the course material is helpful pls fix,positive,Academics,Hostel A
R00549,the course material is helpful asap,positive,Academics,Main Gate
R00550,faculty support is good bro,positive,Academics,ECE Lab
R00551,the course material is helpful,positive,Academics,ECE Lab
R00552,faculty support is good pls fix,positive,Academics,Library
R00554,faculty support is good,positive,Academics,Canteen
R00555,the course material is helpful bro in Main Gate,positive,Academics,Hostel A
R00558,the course material is helpful asap in Main Gate,positive,Academics,C Block
R00559,classes are useful,positive,Academics,Central Lab
R00560,the lecturer explains concepts clearly in B Block,positive,Academics,Campus
R00561,the lecturer explains concepts clearly,positive,Academics,Campus
R00564,the course material is helpful asap in Central Lab,positive,Academics,Central Lab
R00565,the course material is helpful in Hostel B,positive,Academics,Central Lab
R00567,the course material is helpful in B Block,positive,Academics,Central Lab
R00568,classes are useful pls fix in Central Lab,positive,Academics,Hostel B
R00570,faculty supports good,positive,Academics,Hostel A
R00571,classes are useful bro,positive,Academics,B Block
R00576,classes are useful pls fix,positive,Academics,Canteen
R00577,the course material is helpful bro in B Block,positive,Academics,Campus
R00586,the class was okay bro,neutral,Academics,ECE Lab
R00587,course content is normal pls fix,neutral,Academics,Library
R00588,course content is normal,neutral,Academics,Campus
R00590,teaching is average in C Block,neutral,Academics,Library
R00591,teachings average in B Block,neutral,Academics,B Block
R00593,the class was okay in Library,neutral,Academics,ECE Lab
R00594,course content is normal in Main Gate,neutral,Academics,Central Lab
R00595,class was okay,neutral,Academics,A Block
R00596,the lecture was manageable,neutral,Academics,B Block
R00597,teaching is average in Library,neutral,Academics,C Block
R00598,teaching is average bro in ECE Lab,neutral,Academics,C Block
R00599,the class was okay,neutral,Academics,Library
R00600,the lecture was manageable asap,neutral,Academics,Main Gate
R00601,the lecture was manageable pls fix,neutral,Academics,ECE Lab
R00602,teaching is average asap in Hostel B,neutral,Academics,A Block
R00604,the lecture was manageable asap in Campus,neutral,Academics,Canteen
R00605,teaching is average bro in Hostel A,neutral,Academics,ECE Lab
R00608,the lecture was manageable in Library,neutral,Academics,Main Gate
R00609,the class was okay pls fix,neutral,Academics,Central Lab
R00610,teaching is average in ECE Lab,neutral,Academics,Hostel A
R00611,course content is normal bro,neutral,Academics,B Block
R00612,course content is normal asap in Hostel B,neutral,Academics,Hostel A
R00614,the class was okay asap,neutral,Academics,ECE Lab
R00620,the class was okay in Hostel A,neutral,Academics,Central Lab
R00621,teaching is average asap,neutral,Academics,ECE Lab
R00622,teaching is average,neutral,Academics,ECE Lab
R00624,the class was okay in Main Gate,neutral,Academics,ECE Lab
R00627,the lecture was manageable in B Block,neutral,Academics,A Block
R00630,course content is normal asap in Library,neutral,Academics,Campus
R00631,faculty is not explaining the topic clearly,negative,Academics,Library
R00632,the timetable has too many clashes,negative,Academics,Hostel A
R00634,faculty is not explaining the topic clearly bro,negative,Academics,B Block
R00635,course material is outdated,negative,Academics,Central Lab
R00636,faculty is not explaining topic clearly in ECE Lab,negative,Academics,B Block
R00637,classes are frequently cancelled asap,negative,Academics,Campus
R00638,classes are frequently cancelled,negative,Academics,Canteen
R00639,lecture pace is too fast,negative,Academics,ECE Lab
R00642,the lecture pace is too fast pls fix in C Block,negative,Academics,Main Gate
R00644,facultys not explaining the topic clearly,negative,Academics,ECE Lab
R00646,classes are frequently cancelled in ECE Lab,negative,Academics,Canteen
R00648,faculty is not explaining the topic clearly pls fix,negative,Academics,Central Lab
R00649,course material is outdated asap,negative,Academics,ECE Lab
R00650,the timetable has too many clashes asap,negative,Academics,B Block
R00652,classes are frequently cancelled in Central Lab,negative,Academics,Hostel B
R00653,faculty is not explaining the topic clearly asap,negative,Academics,ECE Lab
R00654,course material is outdated in B Block,negative,Academics,Hostel B
R00656,the timetable has very many clashes in Library,negative,Academics,B Block
R00658,the timetable has too many clashes bro in B Block,negative,Academics,ECE Lab
R00659,the lecture pace is too fast pls fix in Canteen,negative,Academics,Main Gate
R00660,course materials outdated in C Block,negative,Academics,Hostel A
R00662,classes are frequently cancelled in Hostel B,negative,Academics,Hostel B
R00663,course material is outdated bro,negative,Academics,Central Lab
R00664,the lecture pace is too fast,negative,Academics,Library
R00665,the lecture pace is too fast bro,negative,Academics,C Block
R00666,faculty is not explaining the topic clearly pls fix in Main Gate,negative,Academics,Hostel A
R00667,the timetable has too many clashes asap in Campus,negative,Academics,Hostel B
R00669,the lecture paces too fast,negative,Academics,Hostel B
R00672,timetable has too many clashes,negative,Academics,Central Lab
R00673,the timetable has too many clashes pls fix,negative,Academics,Hostel A
R00674,the timetable has too many clashes bro in Hostel B,negative,Academics,Main Gate
R00676,practical sessions are useful in Campus,positive,Laboratory,ECE Lab
R00677,lab equipment is working well,positive,Laboratory,C Block
R00678,lab instruments are available asap in Library,positive,Laboratory,Hostel A
R00679,the lab is properly maintained bro in Hostel B,positive,Laboratory,B Block
R00680,practical sessions are useful bro in Campus,positive,Laboratory,Campus
R00681,the lab is properly maintained,positive,Laboratory,Hostel B
R00682,the labs properly maintained,positive,Laboratory,B Block
R00683,lab equipment is working well pls fix,positive,Laboratory,C Block
R00686,the lab is properly maintained asap in Library,positive,Laboratory,B Block
R00687,lab equipment is working well in Hostel B,positive,Laboratory,C Block
R00688,lab instruments are available,positive,Laboratory,Campus
R00690,the lab is properly maintained asap,positive,Laboratory,Hostel A
R00693,lab equipments working well,positive,Laboratory,Library
R00696,practical sessions are useful,positive,Laboratory,Campus
R00697,practical sessions are useful pls fix,positive,Laboratory,Central Lab
R00698,the labs properly maintained in A Block,positive,Laboratory,Hostel A
R00699,lab instruments are available in ECE Lab,positive,Laboratory,Campus
R00701,practical sessions are useful in Canteen,positive,Laboratory,Library
R00704,practical sessions are useful pls fix in A Block,positive,Laboratory,Library
R00707,the lab is properly maintained bro in B Block,positive,Laboratory,Central Lab
R00709,lab equipment is working well bro,positive,Laboratory,Hostel A
R00710,lab equipment is working well pls fix in Library,positive,Laboratory,B Block
R00711,lab instruments are available in Campus,positive,Laboratory,C Block
R00715,lab equipment is working well in Library,positive,Laboratory,Hostel B
R00717,lab equipment is working well asap,positive,Laboratory,Main Gate
R00719,practical sessions are useful in B Block,positive,Laboratory,Canteen
R00721,lab facilities are okay in ECE Lab,neutral,Laboratory,Main Gate
R00722,facilities are average in A Block,neutral,Laboratory,Central Lab
R00723,facilities are average pls fix in Library,neutral,Laboratory,Main Gate
R00724,the lab session was normal,neutral,Laboratory,B Block
R00725,lab facilities are okay in Central Lab,neutral,Laboratory,A Block
R00726,facilities are average,neutral,Laboratory,Hostel B
R00727,lab session was normal in ECE Lab,neutral,Laboratory,A Block
R00728,the lab session was normal pls fix in Hostel B,neutral,Laboratory,Canteen
R00729,some equipment is available asap,neutral,Laboratory,ECE Lab
R00730,some equipment is available,neutral,Laboratory,Hostel A
R00732,some equipment is available in A Block,neutral,Laboratory,Main Gate
R00733,lab facilities are okay,neutral,Laboratory,Hostel B
R00734,lab facilities are okay pls fix,neutral,Laboratory,Hostel A
R00735,facilities are average asap,neutral,Laboratory,C Block
R00736,the lab session was normal in Hostel A,neutral,Laboratory,Central Lab
